,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
4877,K2-265 b,K2-265,1,2,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,2.36902,5.8e-05,-5.9e-05,0.0,0.03359,0.00062,-0.00053,0.0,1.70824866,0.11208981,-0.08070466,0.0,0.1524,0.01,-0.0072,0.0,7.3418362,1.43022783,-1.39844499,0.0,0.0231,0.0045,-0.0044,0.0,Mass,0.16,0.16,-0.11,0.0,,,,,1366.0,17.0,-17.0,0.0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5420.0,100.0,-100.0,0.0,0.92,0.034,-0.032,0.0,0.901,0.051,-0.042,0.0,0.033,0.099,-0.1,0.0,[Fe/H],4.465,0.042,-0.039,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h48m07.60s,342.0316493,-14d29m41.20s,-14.4947789,138.671,0.985,-0.97,11.187,0.015,-0.015,9.259,0.027,-0.027,10.9277,0.000552,-0.000552,2024-11-20,2023-04,2024-11-20,8.115270934160254,1.41433641,0.096397235,2.0812148961501737
5044,K2-291 b,K2-291,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,2.225177,6.6e-05,-6.8e-05,0.0,0.03261,0.00044,-0.00044,0.0,1.589,0.095,-0.072,0.0,0.14176108,0.00847533,-0.00642341,0.0,6.49,1.16,-1.16,0.0,0.02041972,0.00364975,-0.00364975,0.0,Mass,0.0,,,0.0,633.0,59.0,-56.0,0.0,,,,,0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,,5520.0,60.0,-60.0,0.0,0.899,0.035,-0.033,0.0,0.934,0.038,-0.038,0.0,0.08,0.04,-0.05,0.0,[Fe/H],4.5,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m47.03s,76.44594,+21d32m53.52s,21.548199,90.0562,0.4953,-0.49,10.014,0.005,-0.005,8.353,0.02,-0.02,9.86639,0.00071,-0.00071,2019-01-22,2019-03,2019-01-24,8.913014314900078,1.16,0.08349999999999999,2.1241997250404023
5147,K2-32 e,K2-32,1,2,4,Transit,2019,K2,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,4.34934,0.00039,-0.00039,0.0,0.04899,0.00041,-0.00038,0.0,1.212,0.052,-0.046,0.0,0.10812758,0.00463914,-0.00410385,0.0,2.1,1.3,-1.1,0.0,0.00660734,0.00409026,-0.00346099,0.0,Mass,0.043,0.048,-0.03,0.0,,,,,1066.0,16.0,-18.0,0.0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0,-0.06,0.03,-0.03,0.0,[Fe/H],4.49,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,2021-05-17,2020-08,2021-05-17,6.499246875966883,1.2000000000000002,0.049,3.796590454802517
5285,K2-36 b,K2-36,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.422614,3.8e-05,-3.8e-05,0.0,0.02288,0.0001,-0.0001,0.0,1.43,0.08,-0.08,0.0,0.12757627,0.00713713,-0.00713713,0.0,4.3,1.4,-1.4,0.0,0.01352931,0.00440489,-0.00440489,0.0,Mass,0.093,,,1.0,519.0,20.0,-20.0,0.0,1328.0,12.0,-12.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4916.0,37.0,-37.0,0.0,0.718,0.008,-0.006,0.0,0.79,0.01,-0.01,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.749,0.615,-0.609,11.726,0.037,-0.037,9.454001,0.025,-0.025,11.527,0.000904,-0.000904,2023-04-17,2023-04,2023-04-17,8.10236758204874,1.4,0.08,2.9678440646800204
5371,K2-38 b,K2-38,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,4.01593,0.0005,-0.0005,0.0,0.0503,0.0011,-0.0011,0.0,1.655,0.096,-0.096,0.0,0.14764946,0.00856456,-0.00856456,0.0,7.7,1.2,-1.1,0.0,0.02422691,0.00377562,-0.00346099,0.0,Mass,0.11,,,1.0,490.0,35.0,-35.0,0.0,1310.0,22.0,-22.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5705.0,66.0,-66.0,0.0,1.141,0.012,-0.012,0.0,1.054,0.07,-0.063,0.0,0.235,0.07,-0.07,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m07.99s,240.0333095,-23d11m21.91s,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015,2023-04-17,2023-04,2023-04-17,9.359406922838527,1.15,0.096,2.146304553304126
6349,KOI-1831 d,Kepler-324,1,1,4,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,34.169,,,0.0,,,,,1.13,0.05,-0.05,0.0,0.10081202,0.00446071,-0.00446071,0.0,2.23,0.5,-0.84,0.0,0.00701636,0.00157318,-0.00264294,0.0,Mass,,,,,,,,,475.0,9.0,-9.0,0.0,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,5233.0,60.0,-60.0,0.0,0.835,0.023,-0.022,0.0,0.901,0.017,-0.027,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.574,3.681,-3.629,14.222,0.069,-0.069,12.291,0.025,-0.025,14.0909,0.000217,-0.000217,2021-06-11,2021-05,2021-06-11,8.51571525895473,0.6699999999999999,0.05,2.797124828676893
6377,KOI-2513.01,KOI-2513,1,1,1,Transit,2023,Kepler,Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265...50C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,19.00547,5e-05,-5e-05,0.0,0.5,0.2,-0.4,0.0,2.80224517,22.4179614,-0.56044903,0.0,0.25,2.0,-0.05,0.0,7310.053361,635.656814,-635.656814,0.0,23.0,2.0,-2.0,0.0,Mass,0.36,0.03,-0.03,0.0,,,,,,,,,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265...50C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,,5900.0,100.0,-100.0,0.0,1.2,0.4,-0.2,0.0,0.91,0.1,-0.06,0.0,-0.37,0.02,-0.02,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m40.53s,293.6688776,+46d22m45.24s,46.3792321,1369.87,,,14.913,0.069,-0.069,13.367,0.036,-0.036,14.809,0.000687,-0.000687,2024-04-15,2023-04,2024-04-15,1830.4326683830493,635.656814,11.489205215,22514.884479463697
6497,KOI-94 b,KOI-94,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,3.743208,1.5e-05,-1.5e-05,0.0,0.05119,0.00067,-0.00067,0.0,1.71,0.16,-0.16,0.0,0.153,0.014,-0.014,0.0,10.5,4.6,-4.6,0.0,0.033,0.014,-0.014,0.0,Mass,0.25,0.17,-0.17,0.0,,,,,1486.0,,,0.0,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182.0,58.0,-58.0,0.0,1.52,0.14,-0.14,0.0,1.277,0.05,-0.05,0.0,0.0228,0.002,-0.002,0.0,[Fe/H],4.181,0.066,-0.066,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5.0,-4.899,12.314,0.046,-0.046,10.926,0.019,-0.019,12.1882,0.000154,-0.000154,2014-05-14,2013-05,2014-05-14,11.57051172440523,4.6,0.16,6.020235348102002
6641,Kepler-100 b,Kepler-100,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,6.88734,7e-05,-7e-05,0.0,,,,,1.34,0.12,-0.12,0.0,0.119547,0.0107057,-0.0107057,0.0,4.01,0.47,-0.47,0.0,0.01261687,0.00147879,-0.00147879,0.0,Mass,,,,,,,,,,,,,0,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,,5837.0,100.0,-100.0,0.0,1.51,0.05,-0.05,0.0,1.13,0.05,-0.05,0.0,0.1,0.04,-0.04,0.0,[Fe/H],4.1,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.055,0.011,-0.011,9.768,0.014,-0.014,11.1293,0.000371,-0.000371,2025-08-07,2025-08,2025-08-07,9.182936398426666,0.47,0.12,2.6916173164828443
6961,Kepler-102 d,Kepler-102,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.311767,4.1e-06,-4.1e-06,0.0,0.08618,0.00076,-0.00076,0.0,1.154,0.058,-0.058,0.0,0.10295316,0.00517442,-0.00517442,0.0,3.0,1.3,-1.3,0.0,0.00943906,0.00409026,-0.00409026,0.0,Mass,0.092,,,1.0,36.9,3.7,-3.7,0.0,686.0,16.0,-16.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4909.0,98.0,-98.0,0.0,0.724,0.018,-0.018,0.0,0.803,0.021,-0.021,0.0,0.11,0.04,-0.04,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,0.22,-0.219,12.072,0.027,-0.027,9.351,0.011,-0.011,11.4784,0.000248,-0.000248,2023-04-17,2023-04,2023-04-17,10.756114758189556,1.3,0.058,4.935080279600273
7408,Kepler-105 c,Kepler-105,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HOUSEHOLDER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...84H/abstract target=ref>Householder et al. 2024</a>,7.12592,1e-05,-1e-05,0.0,,,,,1.44,0.04,-0.04,0.0,0.12846842,0.00356857,-0.00356857,0.0,5.6,1.2,-1.2,0.0,0.01761957,0.00377562,-0.00377562,0.0,Mass,0.02,0.02,-0.02,0.0,,,,,,,,,1,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5933.0,60.0,-60.0,0.0,1.026,0.025,-0.024,0.0,0.991,0.032,-0.033,0.0,-0.09,0.04,-0.04,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m32.94s,287.8872376,+46d16m34.04s,46.2761224,459.223,5.517,-5.391,12.981,0.092,-0.092,11.503,0.013,-0.013,12.8025,0.000231,-0.000231,2024-12-10,2024-02,2024-12-10,10.333611968449931,1.2,0.04,2.3758951960495454
7713,Kepler-107 c,Kepler-107,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,4.901452,0.0,0.0,0.0,0.06064,0.00048,-0.00048,0.0,1.597,0.026,-0.026,0.0,0.14247504,0.00231957,-0.00231957,0.0,10.0,2.0,-2.0,0.0,0.03146352,0.0062927,-0.0062927,0.0,Mass,0.08,,,1.0,602.0,30.0,-30.0,0.0,1378.0,16.0,-16.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5854.0,61.0,-61.0,0.0,1.447,0.014,-0.014,0.0,1.238,0.029,-0.029,0.0,0.321,0.065,-0.065,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m06.76s,297.028162,+48d12m30.97s,48.2086019,525.997,5.697,-5.577,12.543,0.057,-0.057,11.06,0.016,-0.016,12.4627,0.000157,-0.000157,2023-04-17,2023-04,2023-04-17,13.528101417955854,2.0,0.026,2.7851302123817963
8641,Kepler-113 b,Kepler-113,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.754,,,0.0,,,,,1.82,0.05,-0.05,0.0,0.162,0.004,-0.004,0.0,11.7,4.2,-4.2,0.0,0.037,0.013,-0.013,0.0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4725.0,74.0,-74.0,0.0,0.69,0.02,-0.02,0.0,0.75,0.06,-0.06,0.0,0.05,0.07,-0.07,0.0,[Fe/H],4.636,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.351,1.117,-1.107,13.655,0.103,-0.103,11.255,0.023,-0.023,13.4598,0.000215,-0.000215,2014-05-14,2014-02,2014-05-14,10.693584280711438,4.2,0.05,3.938597464140843
10666,Kepler-128 b,Kepler-128,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,15.0,,,0.0,,,,,1.421,0.04,-0.04,0.0,0.12677335,0.00356857,-0.00356857,0.0,3.79,0.76,-0.66,0.0,0.01192467,0.00239123,-0.00207659,0.0,Mass,,,,,,,,,,,,,1,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,,6072.0,75.0,-75.0,0.0,1.659,0.038,-0.038,0.0,1.184,0.074,-0.074,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m58.14s,282.4922622,+43d58m48.88s,43.9802442,396.379,3.947,-3.872,11.693,0.018,-0.018,10.109,0.011,-0.011,11.2886,0.000563,-0.000563,2024-06-10,2023-01,2024-06-10,7.277941745114593,0.71,0.04,1.4955387446799016
11070,Kepler-131 c,Kepler-131,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,25.5169,,,0.0,,,,,0.84,0.07,-0.07,0.0,0.075,0.006,-0.006,0.0,8.25,5.9,-5.9,0.0,0.026,0.019,-0.019,0.0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5685.0,74.0,-74.0,0.0,1.03,0.1,-0.1,0.0,1.02,0.06,-0.06,0.0,0.12,0.07,-0.07,0.0,[Fe/H],4.417,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,228.678,1.431,-1.413,11.493,0.016,-0.016,10.079,0.017,-0.017,11.4904,0.000254,-0.000254,2014-05-14,2014-02,2014-05-14,76.69511256883706,5.9,0.07,58.10340383972646
19055,Kepler-1972 b,Kepler-1972,1,1,2,Transit,2022,Kepler,Published Confirmed,0,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,7.54425,0.00054,-0.00054,0.0,,,,,0.802,0.042,-0.041,0.0,0.07154977,0.003747,-0.00365778,0.0,2.02,0.56,-0.62,0.0,0.00635563,0.00176196,-0.00195074,0.0,Mass,0.067,0.071,-0.04,0.0,,,,,,,,,1,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,,5818.0,27.0,-27.0,0.0,1.384,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.23,0.01,-0.01,0.0,[M/H],4.2,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.339,2.098,-2.068,11.23,0.034,-0.034,9.792,0.017,-0.017,11.1438,0.000483,-0.000483,2023-03-28,2022-01,2023-03-28,21.576443652158396,0.5900000000000001,0.0415,7.136839233612276
19061,Kepler-1972 c,Kepler-1972,1,1,2,Transit,2022,Kepler,Published Confirmed,0,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,11.3295,0.0011,-0.0011,0.0,,,,,0.868,0.051,-0.05,0.0,0.07743791,0.00454992,-0.00446071,0.0,2.11,0.59,-0.65,0.0,0.0066388,0.00185635,-0.00204513,0.0,Mass,0.043,0.046,-0.028,0.0,,,,,,,,,1,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,,5818.0,27.0,-27.0,0.0,1.384,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.23,0.01,-0.01,0.0,[M/H],4.2,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.339,2.098,-2.068,11.23,0.034,-0.034,9.792,0.017,-0.017,11.1438,0.000483,-0.000483,2023-03-28,2022-01,2023-03-28,17.777671568682617,0.62,0.0505,6.075834922836856
19355,Kepler-20 b,Kepler-20,1,2,6,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3.6961049,1.6e-06,-1.6e-06,0.0,0.04565,0.00089,-0.00089,0.0,1.773,0.053,-0.03,0.0,0.15817674,0.00472835,-0.00267643,0.0,9.7,1.3,-1.3,0.0,0.03051961,0.00409026,-0.00409026,0.0,Mass,0.083,,,1.0,331.0,19.0,-19.0,0.0,1187.0,16.0,-16.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5495.0,50.0,-50.0,0.0,0.9164,0.0087,-0.0077,0.0,0.929,0.053,-0.053,0.0,0.07,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,10.871,0.013,-0.013,12.4535,0.000142,-0.000142,2023-04-17,2023-04,2023-04-17,9.589525675970428,1.3,0.041499999999999995,1.450916779220411
19762,Kepler-21 b,Kepler-21,1,2,1,Transit,2012,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,2.7858212,3.2e-06,-3.2e-06,0.0,0.0434,0.00021,-0.00032,0.0,1.639,0.019,-0.015,0.0,0.14622204,0.00169507,-0.00133821,0.0,7.5,1.3,-1.3,0.0,0.02359764,0.00409026,-0.00409026,0.0,Mass,0.0,,,0.0,2749.0,90.0,-90.0,0.0,2015.0,16.0,-16.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6305.0,50.0,-50.0,0.0,1.902,0.018,-0.012,0.0,1.408,0.021,-0.03,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,108.522,0.385,-0.382,8.25,0.03,-0.03,6.945,0.018,-0.018,8.12832,0.000459,-0.000459,2023-04-17,2023-04,2023-04-17,9.385901701404013,1.3,0.017,1.652896547963577
